Field,Career,GPA,Extracurricular_Activities,Internships,Projects,Leadership_Positions,Field_Specific_Courses,Research_Experience,Coding_Skills,Communication_Skills,Problem_Solving_Skills,Teamwork_Skills,Analytical_Skills,Presentation_Skills,Networking_Skills,Industry_Certifications,part_time_job,absence_days,weekly_self_study_hours
Art,Aerospace Engineer,4.515997212203385,3,1,2,1,8,0,0,1,1,4,2,1,3,0,0,0,0
Psychology,Education Administrator,2.906842382845228,7,1,4,0,4,0,4,2,3,0,3,4,2,1,0,0,0
Medicine,Social Media Manager,2.6044188309164533,8,1,2,1,6,0,2,3,4,1,3,2,1,0,0,0,0
Physics,Advertising Manager,4.651834849957352,1,1,1,0,9,1,3,0,0,1,0,4,0,0,0,0,0
Art,Electrical Engineer,4.580640837376311,4,2,0,0,9,1,1,1,4,3,1,1,1,0,0,0,0
Engineering,School Counselor,4.345987400541032,6,2,2,1,4,0,1,4,2,3,3,1,1,0,0,0,0
Psychology,Financial Advisor,4.259691896657534,0,0,0,0,7,1,1,0,3,2,3,0,4,1,0,0,0
Finance,School Psychologist,4.352835427280627,7,2,0,0,9,1,4,2,0,4,0,3,3,1,0,0,0
Law,Landscape Architect,2.55565746072483,0,2,3,0,4,0,3,4,1,2,2,1,2,0,0,0,0
Law,Cybersecurity Analyst,4.663175859286654,8,1,0,0,8,0,4,2,4,1,4,1,3,1,0,0,0
Chemistry,Art Therapist,3.091994905369644,2,1,3,0,2,0,4,2,4,2,0,3,4,1,0,0,0
Medicine,Biomedical Engineer,3.33235887561504,8,2,4,0,1,0,0,4,4,3,4,2,2,0,0,0,0
Computer Science,Judge,3.1151013588551897,4,1,2,0,3,1,3,0,0,3,3,2,4,0,0,0,0
Chemistry,Astronomer,3.13813421577424,1,2,2,1,7,1,1,1,3,3,0,2,4,0,0,0,0
Chemistry,Principal,2.979138856000485,8,2,1,1,0,0,4,2,4,1,4,0,0,1,0,0,0
Chemistry,Data Scientist,4.700345884900015,0,2,1,0,2,1,3,0,1,2,3,4,4,1,0,0,0
Art,Biotechnologist,2.9439443649437917,9,2,3,1,0,0,1,0,3,3,3,0,2,0,0,0,0
Psychology,Psychologist,4.398898563837819,5,0,4,0,9,0,4,2,0,1,3,3,0,1,0,0,0
Physics,Civil Engineer,4.955992807964004,6,1,1,1,3,0,2,4,2,0,2,3,3,0,0,0,0
Biology,Graphic Designer,3.1793598459799126,6,2,4,1,1,1,0,4,3,4,1,4,2,0,0,0,0
Art,Legal Analyst,3.4231655862225674,7,0,3,0,1,1,3,1,2,3,2,3,3,0,0,0,0
Business,Digital Marketing Specialist,2.809185306703053,2,0,0,1,6,0,2,3,3,1,4,4,4,0,0,0,0
Psychology,Legal Secretary,4.198432165187918,8,0,4,0,3,0,0,2,1,2,3,0,1,0,0,0,0
Education,Quantum Physicist,3.042545352225704,5,1,1,1,6,1,0,1,1,4,4,2,4,1,0,0,0
Marketing,Surgeon,3.150103588707886,1,1,3,0,9,1,3,1,1,0,0,4,0,0,0,0,0
Chemistry,Chemical Engineer,4.593931751349638,6,1,4,1,2,1,4,3,4,4,3,4,2,1,0,0,0
Art,Game Developer,3.097782299256246,6,2,1,0,1,0,2,0,1,3,0,4,2,1,0,0,0
Business,Clinical Psychologist,3.481745251179499,6,1,2,1,1,0,2,4,4,0,2,2,3,1,0,0,0
Marketing,AI Researcher,3.353117308058557,4,0,0,1,7,1,3,4,0,4,3,0,0,1,0,0,0
Education,Legal Secretary,4.638088856438534,9,2,1,1,7,1,4,4,3,0,2,3,0,1,0,0,0
Medicine,Financial Advisor,3.2955815174574354,6,1,0,0,4,1,2,3,1,0,2,2,4,1,0,0,0
Engineering,AI Researcher,4.13503794626819,6,0,2,0,0,1,2,0,1,4,4,1,2,1,0,0,0
Biology,Fluid Mechanics Engineer,3.086564558782252,4,0,3,0,6,0,1,1,2,3,4,1,3,1,0,0,0
Physics,Advertising Manager,4.611991759018725,0,0,3,0,0,1,4,3,4,0,2,3,2,1,0,0,0
Medicine,Surgeon,3.608781067481261,1,0,3,0,7,0,4,3,0,1,4,0,4,0,0,0,0
Law,Illustrator,3.702283812456078,5,0,1,0,5,1,2,4,2,3,4,3,0,0,0,0,0
Biology,Actuary,4.142804960514647,8,2,2,1,3,1,0,0,3,2,1,4,1,1,0,0,0
Engineering,Forensic Psychologist,3.1789548549240907,4,0,0,0,1,1,3,0,1,3,1,3,1,1,0,0,0
Biology,Graphic Designer,4.526727421449568,6,1,2,0,3,0,3,4,0,2,1,3,2,0,0,0,0
Computer Science,Financial Analyst,2.833409539522841,2,1,1,1,6,1,4,2,1,2,0,4,0,1,0,0,0
Engineering,Zoologist,3.458329830429524,4,1,2,1,2,1,4,2,1,1,1,1,0,1,0,0,0
Chemistry,Forensic Psychologist,4.57974215882226,4,2,4,1,6,1,1,0,3,3,4,3,3,1,0,0,0
Music,Advertising Manager,2.6302305452919708,6,1,0,1,8,1,0,2,2,3,0,0,0,1,0,0,0
Biology,Principal,3.906227519871636,8,0,0,0,2,1,2,3,2,1,3,4,1,1,0,0,0
Chemistry,Electrical Engineer,4.45509659655362,8,0,2,0,2,0,0,3,2,1,2,4,0,1,0,0,0
Finance,Human Resources Specialist,4.167067827464544,7,0,3,1,1,0,1,3,0,3,0,4,4,0,0,0,0
Computer Science,Physician Assistant,3.707280889803618,4,0,1,0,8,1,1,2,1,3,4,1,4,0,0,0,0
Medicine,Marketing Specialist,4.242331841841257,1,0,1,0,3,1,2,2,1,2,0,0,4,0,0,0,0
Finance,Architectural Technologist,2.872303785803789,1,1,3,1,9,0,4,4,1,1,4,0,0,1,0,0,0
Computer Science,Chemist,2.875489021490888,5,0,3,1,3,1,4,2,4,0,0,1,2,1,0,0,0
Chemistry,Biologist,3.628861613443145,4,2,4,0,7,1,1,2,3,3,3,1,4,0,0,0,0
Law,Surgeon,3.836476269529689,5,1,1,1,5,1,3,3,3,3,2,2,2,0,0,0,0
Psychology,Brand Manager,4.784256073444613,7,2,0,1,6,0,0,0,0,0,0,2,1,1,0,0,0
Architecture,Legal Consultant,3.473202689679896,5,2,3,1,2,0,4,4,3,4,1,2,3,0,0,0,0
Physics,Animator,3.552043577299158,4,0,0,0,4,1,1,0,0,3,4,1,3,0,0,0,0
Marketing,Artist,3.1945883188332846,4,2,1,1,0,1,0,2,0,0,0,0,4,0,0,0,0
Biology,Teacher,3.397415508003208,2,0,1,1,6,1,1,0,3,4,0,4,4,1,0,0,0
Music,Lawyer,4.189948884236825,9,1,3,0,8,0,3,4,4,4,1,2,4,0,0,0,0
Psychology,Civil Engineer,3.430427496410908,7,1,0,0,0,0,2,2,1,4,2,2,1,1,0,0,0
Biology,Construction Manager,4.028674977067648,0,1,0,1,4,1,2,1,4,0,1,1,4,1,0,0,0
Computer Science,Architect,4.1217569716624,1,0,4,0,8,0,2,1,0,1,1,1,2,1,0,0,0
Business,Sound Engineer,2.791824164134669,8,2,2,1,0,1,4,2,3,4,4,3,2,0,0,0,0
Biology,Industrial-Organizational Psychologist,4.2361452035970295,2,1,1,0,6,1,3,2,3,3,4,3,1,1,0,0,0
Law,Artist,3.163312865874347,8,2,3,0,4,0,3,1,2,4,4,0,1,0,0,0,0
Architecture,Biochemist,2.984792558853759,6,2,1,0,8,1,1,3,4,0,4,2,0,0,0,0,0
Art,Quantum Physicist,4.965997373748745,7,1,2,0,0,1,3,0,3,1,0,2,3,0,0,0,0
Biology,Financial Analyst,3.2343602998872445,4,2,1,1,1,0,3,4,3,0,4,2,0,0,0,0,0
Finance,Aerospace Engineer,3.0526079662204646,7,2,1,0,8,1,2,3,0,3,0,4,0,0,0,0,0
Finance,Analytical Chemist,2.6513727520738204,0,1,4,1,8,0,4,2,4,1,2,2,3,1,0,0,0
Law,Special Education Teacher,3.5616587379612907,9,2,2,1,8,1,4,0,0,0,4,2,2,1,0,0,0
Architecture,Financial Analyst,3.1570178353582445,3,0,2,1,1,1,4,2,3,2,2,3,0,1,0,0,0
Medicine,Chemical Engineer,3.5429377125706645,1,2,2,1,6,0,2,1,3,3,4,3,3,1,0,0,0
Marketing,Architectural Technologist,4.488364759861513,2,0,1,0,3,1,0,2,0,2,3,2,4,0,0,0,0
Chemistry,Surgeon,3.3325605850966813,0,1,1,1,4,0,1,3,4,3,3,4,0,0,0,0,0
Marketing,Art Therapist,4.081783645909969,7,2,3,1,6,0,0,1,1,2,4,4,2,0,0,0,0
Education,Music Teacher,3.6571810874409687,4,2,2,0,8,0,4,1,3,1,2,4,4,1,0,0,0
Medicine,Counselor,2.9701337600899334,2,0,1,1,2,0,2,2,1,0,0,2,0,1,0,0,0
Art,Music Therapist,3.785745090093581,2,1,4,0,7,0,4,4,1,4,0,0,2,0,0,0,0
Art,Astronomer,3.8350834002502494,2,0,3,0,9,0,2,2,4,0,3,4,1,1,0,0,0
Finance,School Psychologist,3.776939010389461,9,2,3,1,7,1,0,4,4,1,0,3,3,0,0,0,0
Marketing,Dentist,4.455013829125546,2,0,0,0,7,0,4,4,3,3,2,0,1,0,0,0,0
Education,Cybersecurity Analyst,4.895015349024119,9,1,1,1,1,1,0,0,2,2,1,1,2,1,0,0,0
Biology,Civil Engineer,2.789592185568712,2,1,1,1,8,1,3,0,2,2,2,1,0,0,0,0,0
Computer Science,Judge,4.9244302351510925,7,1,0,1,1,1,4,3,2,3,4,0,4,0,0,0,0
Engineering,Acoustics Specialist,4.850058869606623,5,0,1,0,1,0,3,4,3,2,4,1,1,1,0,0,0
Finance,Music Teacher,4.19395392950903,6,1,4,1,3,0,1,0,1,1,4,3,3,1,0,0,0
Psychology,Market Research Analyst,3.4179952255901997,2,2,1,0,6,0,2,4,3,4,3,4,3,0,0,0,0
Medicine,Credit Analyst,4.556321619347527,4,1,2,0,4,1,1,3,3,4,1,4,1,1,0,0,0
Finance,Social Media Manager,4.6155039189897,3,2,3,0,0,0,4,2,1,2,3,1,0,0,0,0,0
Art,Aerospace Engineer,4.3399875162742365,9,2,0,1,8,0,3,3,2,4,0,2,2,1,0,0,0
Computer Science,Clinical Psychologist,2.9756595823162195,3,2,1,0,6,1,4,0,0,0,1,3,1,0,0,0,0
Music,Art Director,4.620174962429094,5,1,4,0,5,0,4,2,2,4,0,4,0,0,0,0,0
Education,Graphic Designer,3.3216876558717177,2,2,2,0,1,1,1,3,1,1,1,3,4,1,0,0,0
Computer Science,Construction Manager,4.099808066213616,2,2,3,1,6,0,2,4,4,3,4,2,1,1,0,0,0
Architecture,Game Developer,2.9065140660169515,1,1,1,1,7,1,0,4,4,0,2,1,2,0,0,0,0
Business,Music Teacher,2.8071475694364025,7,0,3,1,7,0,1,3,1,1,2,0,1,0,0,0,0
Engineering,Clinical Psychologist,3.94020707912061,6,0,4,0,6,1,3,3,1,0,1,3,2,1,0,0,0
Law,Nuclear Physicist,3.4173088153767788,0,1,2,1,0,1,0,2,2,3,0,4,4,1,0,0,0
Architecture,Judge,3.2642480881225384,8,0,3,0,1,0,1,2,4,2,4,3,4,1,0,0,0
Biology,Judge,4.73130610120689,3,1,2,1,9,0,1,1,4,3,3,3,1,1,0,0,0
Business,Education Administrator,3.47806375943829,1,0,1,0,8,0,4,2,0,0,2,4,3,0,0,0,0
Computer Science,Legal Secretary,4.393055231437546,9,1,1,0,3,0,1,3,2,1,1,0,4,1,0,0,0
Psychology,Fluid Mechanics Engineer,3.379806291204417,5,1,0,0,4,1,3,1,4,1,0,0,1,1,0,0,0
Physics,Marketing Manager,4.706698356227317,1,0,0,1,5,1,3,4,3,0,4,0,1,0,0,0,0
Biology,Landscape Architect,3.03465248070438,7,2,1,0,7,1,0,0,1,3,1,3,4,1,0,0,0
Medicine,Game Developer,3.03520223868938,4,0,1,1,9,0,4,0,4,0,4,4,2,1,0,0,0
Marketing,School Psychologist,3.889122687659381,9,0,2,1,3,1,1,3,3,1,2,4,0,1,0,0,0
Architecture,Counselor,3.540502869453479,1,0,0,0,3,0,1,3,4,2,2,1,4,0,0,0,0
Psychology,Music Therapist,4.4055254090013145,5,0,2,0,3,0,4,1,3,2,3,3,1,0,0,0,0
Education,Human Resources Specialist,3.8866809115217658,9,1,3,1,4,1,3,0,1,2,4,1,3,0,0,0,0
Architecture,Financial Controller,3.684050513285868,1,0,3,1,5,0,0,0,2,3,4,1,1,1,0,0,0
Computer Science,Chemist,3.5174559868109245,9,1,1,1,0,0,2,3,2,2,1,3,3,1,0,0,0
Physics,Cybersecurity Analyst,4.323727224104063,1,1,4,0,8,1,4,0,3,1,4,0,4,0,0,0,0
Music,Animator,4.619109644588507,7,0,4,0,2,0,3,0,1,2,0,0,0,1,0,0,0
Medicine,Astronomer,4.34869899064042,1,2,2,1,5,1,0,1,4,3,3,3,2,1,0,0,0
Medicine,Organic Chemist,2.578588311773689,5,1,1,1,2,0,2,4,1,4,0,3,2,0,0,0,0
Medicine,Counselor,2.631846218330509,4,1,0,0,3,1,1,2,1,2,3,4,3,1,0,0,0
Physics,Investment Banker,2.7532678806778224,3,1,0,0,7,0,3,4,3,0,1,2,2,0,0,0,0
Business,Psychologist,3.2457756329967222,9,1,1,0,7,0,1,0,3,0,1,3,3,1,0,0,0
Art,Forensic Psychologist,3.829528629023195,0,1,4,1,5,0,4,3,3,3,4,3,2,1,0,0,0
Education,Architectural Technologist,3.9099143309761,7,2,1,0,8,1,3,4,4,3,4,2,2,1,0,0,0
Architecture,Lawyer,3.421203794701465,3,1,1,1,4,1,3,4,2,1,3,1,1,1,0,0,0
Law,Chemical Engineer,3.254108560957391,1,1,1,1,3,0,1,0,1,0,1,3,1,1,0,0,0
Art,Civil Engineer,3.2894735242259845,2,1,0,0,8,1,3,4,1,1,1,0,3,0,0,0,0
Chemistry,Marketing Specialist,3.500751169625385,6,1,4,0,3,1,2,2,4,3,2,1,3,0,0,0,0
Psychology,Biomedical Engineer,3.689646984077077,5,0,2,0,0,0,0,3,2,1,3,2,4,1,0,0,0
Music,Special Education Teacher,3.798188916403257,1,1,2,0,8,0,3,3,3,2,1,2,4,1,0,0,0
Psychology,Artist,2.771405776069717,0,2,4,1,8,0,4,4,2,1,4,3,4,0,0,0,0
Computer Science,Chemical Engineer,4.720061843327651,2,1,2,0,6,0,2,0,1,2,2,0,0,1,0,0,0
Engineering,Advertising Manager,3.2928586739546173,0,0,3,1,9,1,3,2,4,3,0,2,3,0,0,0,0
Marketing,Geneticist,4.288873473332503,3,1,2,0,7,1,4,3,3,4,2,4,4,1,0,0,0
Art,Judge,3.741087110594634,0,0,0,1,8,0,0,0,1,2,4,3,4,0,0,0,0
Music,Web Developer,4.297556312630254,6,0,4,1,4,0,0,4,4,2,1,0,4,0,0,0,0
Finance,Nuclear Physicist,3.9135035784923295,7,2,2,0,5,1,4,0,4,0,4,2,2,1,0,0,0
Marketing,Data Scientist,4.791975564343153,2,1,4,0,2,1,3,1,2,3,1,4,0,1,0,0,0
Art,Biomedical Engineer,3.930942583396668,9,0,1,1,5,0,2,0,3,4,1,1,2,0,0,0,0
Computer Science,Construction Manager,2.959477277392525,1,0,4,0,6,1,2,4,1,1,0,3,3,0,0,0,0
Psychology,Composer,4.235758629958084,1,2,1,0,4,1,4,0,4,4,1,1,4,1,0,0,0
Engineering,Quantum Physicist,4.452144809952501,4,1,1,1,7,1,2,1,1,2,4,1,1,0,0,0,0
Medicine,Entrepreneur,4.924415870603408,8,0,4,0,3,1,4,2,0,0,1,3,3,1,0,0,0
Biology,Ecologist,4.651518607148364,8,1,2,1,4,1,1,2,4,3,3,0,2,1,0,0,0
Art,Human Resources Specialist,4.755266736632047,4,0,0,1,9,1,4,2,1,0,4,2,2,1,0,0,0
Marketing,Judge,4.695625312288997,4,2,2,0,4,0,4,2,1,0,4,2,1,1,0,0,0
Psychology,Mechanical Engineer,3.9555907526836895,7,1,2,1,7,0,1,1,0,0,4,1,2,1,0,0,0
Music,Software Developer,4.578350236183754,2,2,3,1,5,1,0,2,4,0,0,0,4,0,0,0,0
Art,Interior Designer,3.284032083541533,4,1,0,1,0,0,2,0,4,2,0,4,3,0,0,0,0
Business,Doctor,3.457889740626489,0,2,4,0,7,0,2,4,4,4,3,0,1,1,0,0,0
Medicine,Financial Analyst,4.145470152368733,9,2,3,0,1,1,1,1,2,4,2,0,0,1,0,0,0
Architecture,Aerospace Engineer,4.989694332175217,9,1,3,1,4,0,1,1,3,4,3,1,4,1,0,0,0
Finance,Chemical Engineer,4.287265740593622,9,1,1,1,6,1,0,0,3,3,4,3,2,0,0,0,0
Finance,Civil Engineer,3.7644730956516823,0,0,1,0,4,1,3,0,3,2,2,4,3,1,0,0,0
Chemistry,Biomedical Engineer,3.5948448175327097,3,2,3,1,6,0,0,4,2,3,2,2,4,0,0,0,0
Biology,Animator,3.887240268598484,4,1,0,0,1,0,0,0,2,2,1,0,2,1,0,0,0
Education,Credit Analyst,4.973407013284396,5,0,3,1,3,1,3,3,1,3,2,2,1,0,0,0,0
Computer Science,Physician Assistant,3.01831354971388,5,0,1,1,9,0,1,2,2,1,0,2,3,0,0,0,0
Music,Composer,3.054456988360804,5,0,1,1,3,1,2,1,1,1,4,3,3,1,0,0,0
Engineering,Entrepreneur,3.667634965031096,9,2,1,1,6,1,2,3,1,1,3,4,0,1,0,0,0
Architecture,Dentist,2.697789278222285,6,2,3,0,8,1,4,0,1,1,0,1,0,0,0,0,0
Chemistry,School Counselor,4.495426630655409,6,1,0,0,9,0,3,2,0,3,3,1,4,1,0,0,0
Finance,Physicist,2.964643481883521,7,2,2,1,9,0,2,3,2,3,3,3,3,1,0,0,0
Psychology,Data Scientist,3.4102717499735835,1,0,2,0,0,0,3,4,3,3,0,1,0,1,0,0,0
Physics,Psychologist,3.1529039416134834,5,2,3,1,9,0,3,1,3,0,1,3,2,0,0,0,0
Biology,Musician,2.586443636187632,9,2,3,1,1,1,0,3,2,0,4,3,2,1,0,0,0
Psychology,Analytical Chemist,4.112264263210518,4,2,3,0,5,0,0,0,2,1,2,4,2,0,0,0,0
Biology,Digital Marketing Specialist,3.475354387374594,2,1,1,1,7,0,4,4,4,1,2,1,2,0,0,0,0
Music,Physicist,4.906672238638965,8,1,2,1,5,1,0,0,2,0,4,1,2,0,0,0,0
Architecture,AI Researcher,3.3182842695119747,9,1,3,1,9,1,3,4,4,3,1,1,4,1,0,0,0
Medicine,Teacher,4.673833099842297,4,2,2,1,7,0,1,1,4,1,0,4,4,0,0,0,0
Biology,Music Therapist,3.307421856765343,0,2,4,0,7,0,4,2,2,2,3,3,2,1,0,0,0
Medicine,Illustrator,4.964945970150843,5,1,2,1,0,1,2,0,4,4,0,3,1,0,0,0,0
Music,Dentist,3.731305671055015,0,2,0,0,8,1,3,0,4,0,0,4,2,1,0,0,0
Finance,Architect,4.59086011388635,0,1,3,1,0,0,2,1,4,0,1,4,1,0,0,0,0
Physics,Digital Marketing Specialist,4.016211713656024,1,2,3,0,5,1,2,0,2,3,3,0,1,1,0,0,0
Engineering,Psychologist,4.991004060214154,0,0,4,1,7,1,1,1,4,1,3,2,3,1,0,0,0
Biology,Legal Consultant,3.0234200394827484,5,2,0,0,5,0,3,4,1,3,1,3,3,1,0,0,0
Engineering,Risk Analyst,3.105421111432788,0,1,4,0,0,1,3,1,2,3,0,0,3,1,0,0,0
Biology,Legal Secretary,3.7378166513282594,7,2,0,0,6,1,4,3,4,2,0,1,3,1,0,0,0
Psychology,Brand Manager,3.763720177281932,3,2,3,0,8,1,0,0,4,2,0,0,2,1,0,0,0
Education,Investment Banker,3.7497331341258415,9,0,0,0,7,0,4,4,4,4,1,0,3,0,0,0,0
Marketing,Digital Marketing Specialist,2.8109224931145764,5,0,0,1,7,0,0,0,0,3,0,2,1,0,0,0,0
Business,Paralegal,2.52119332216928,6,2,3,0,0,1,0,3,1,2,2,1,3,0,0,0,0
Medicine,Ecologist,3.729258746281384,7,0,4,0,3,0,0,3,3,4,1,2,4,0,0,0,0
Physics,Graphic Designer,2.6318107523714698,0,0,1,0,3,1,0,3,2,1,3,4,4,1,0,0,0
Psychology,Forensic Psychologist,3.90083429838357,8,0,3,1,7,1,1,2,0,2,3,3,0,0,0,0,0
Music,Advertising Manager,3.0451319376376764,7,2,0,0,6,1,4,4,0,2,0,0,4,1,0,0,0
Finance,Musician,3.9598294083720216,0,0,3,1,1,0,3,3,1,1,1,4,1,1,0,0,0
Law,Web Developer,3.742493616990237,6,1,4,1,3,1,4,0,4,3,0,3,2,0,0,0,0
Architecture,Education Administrator,4.69762372610807,8,1,1,0,6,0,4,2,2,2,0,2,2,0,0,0,0
Engineering,Paralegal,4.989461713988794,2,0,1,1,0,1,4,1,2,1,2,0,2,0,0,0,0
Medicine,Acoustics Specialist,4.372028314892339,9,0,4,0,8,1,3,0,2,4,2,1,2,1,0,0,0
Architecture,Chemical Engineer,2.948629819146693,0,2,2,1,9,0,0,4,0,1,0,3,3,0,0,0,0
Architecture,Credit Analyst,2.991737353992792,1,2,0,1,0,0,2,2,3,0,1,2,2,0,0,0,0
Computer Science,Investment Banker,3.594194849455681,0,2,3,1,8,1,4,3,0,1,0,0,0,0,0,0,0
Medicine,Cybersecurity Analyst,3.257394945799904,8,0,0,1,6,0,4,3,1,3,4,2,0,0,0,0,0
Education,Special Education Teacher,2.8437699105233207,1,0,3,1,0,0,3,1,4,0,2,4,3,1,0,0,0
Education,Digital Marketing Specialist,4.0674261273220935,9,1,0,1,0,0,1,0,4,2,0,4,4,0,0,0,0
Finance,Human Resources Specialist,4.973033194065625,7,0,3,0,4,0,0,2,4,1,0,4,4,0,0,0,0
Medicine,Legal Secretary,3.878274676482445,1,0,1,1,2,1,4,3,4,2,2,0,4,1,0,0,0
Music,Judge,2.549190965477268,8,1,4,1,0,0,3,3,2,3,4,2,0,0,0,0,0
Biology,Market Research Analyst,4.203274296801133,0,2,1,1,9,1,1,4,1,2,4,3,3,1,0,0,0
Architecture,Special Education Teacher,4.100424781001353,3,2,1,0,8,0,3,4,4,4,1,2,3,0,0,0,0
Medicine,Ecologist,3.423521369861997,0,2,2,0,7,1,0,2,0,0,0,0,2,1,0,0,0
Music,Nurse,2.731605658845909,7,1,1,1,5,0,2,3,4,2,3,1,4,1,0,0,0
Education,Conductor,3.8105474506010064,8,1,3,1,3,1,4,3,0,3,1,2,1,1,0,0,0
Psychology,Marketing Manager,2.977883706472654,5,1,4,1,3,1,2,4,4,3,0,4,0,1,0,0,0
Chemistry,Biologist,4.595496777247114,6,2,0,0,1,0,3,2,4,1,1,3,2,0,0,0,0
Music,Sound Engineer,3.673286030409447,0,2,1,0,9,0,1,3,1,4,3,2,4,1,0,0,0
Music,Biologist,3.985100348055428,8,1,3,1,5,0,1,3,0,0,0,1,3,1,0,0,0
Law,Composer,2.957325607069248,6,0,0,0,0,0,1,1,4,3,3,1,0,0,0,0,0
Engineering,Entrepreneur,4.354508115901249,4,1,2,0,1,0,1,0,2,4,4,2,0,1,0,0,0
Music,Music Therapist,4.043280257855933,3,2,3,0,3,0,1,3,2,4,0,4,3,1,0,0,0
Education,Manager,2.770268118370485,4,0,3,0,6,1,3,1,3,3,1,2,1,0,0,0,0
Business,Brand Manager,3.951430501860522,3,1,0,1,4,0,2,3,1,2,4,3,1,1,0,0,0
Biology,Manager,4.206011378414323,4,1,4,0,9,0,4,3,1,0,3,1,2,1,0,0,0
Chemistry,Clinical Psychologist,3.636007000974248,9,0,4,0,0,0,1,3,4,4,4,4,3,1,0,0,0
Education,Pharmacist,2.620309739988657,3,2,0,0,5,1,3,2,4,0,2,0,2,0,0,0,0
Music,Physical Chemist,3.770938438597892,4,1,0,0,1,0,3,2,1,4,0,1,1,0,0,0,0
Art,Web Developer,3.8698566634250455,1,2,2,0,6,1,4,2,3,3,3,4,1,0,0,0,0
Chemistry,Nuclear Physicist,4.530645824580938,0,0,0,0,3,1,0,3,0,3,1,4,0,0,0,0,0
Architecture,Pharmacist,2.73397860019418,4,2,3,1,5,1,2,3,2,3,2,2,4,0,0,0,0
Psychology,Judge,4.09589367867884,7,0,1,0,4,1,2,4,4,1,2,4,3,0,0,0,0
Art,Electrical Engineer,4.879308270243303,5,0,2,1,8,0,4,2,2,1,4,1,2,0,0,0,0
Architecture,Financial Analyst,4.678210521787442,8,2,1,1,6,1,4,3,1,3,4,3,3,0,0,0,0
Medicine,Construction Manager,3.777415212769204,9,0,1,1,9,1,2,3,3,4,4,4,2,1,0,0,0
Finance,Biomedical Engineer,2.619965657204572,3,2,0,1,1,1,0,3,1,4,1,0,2,1,0,0,0
Architecture,Chemical Engineer,3.1062619933194746,6,0,3,0,4,0,4,3,1,1,0,2,4,1,0,0,0
Psychology,Entrepreneur,3.703410732097345,3,2,3,1,3,0,0,0,3,2,3,1,0,1,0,0,0
Computer Science,Market Research Analyst,4.45678638784435,9,1,3,0,1,0,1,3,3,3,4,2,1,1,0,0,0
Engineering,Architect,3.386612341634514,1,1,4,1,3,1,1,0,1,4,1,2,0,0,0,0,0
Physics,Special Education Teacher,3.174976801156145,2,0,2,0,7,1,2,0,4,2,3,3,0,1,0,0,0
Education,Industrial-Organizational Psychologist,4.729066673268039,6,0,3,0,8,1,4,3,4,4,3,2,2,0,0,0,0
Business,Cybersecurity Analyst,4.170469629363114,7,2,3,0,3,1,4,2,0,4,1,0,3,0,0,0,0
Business,Teacher,2.989705047255093,3,1,3,0,1,1,1,4,2,4,0,0,4,1,0,0,0
Psychology,Aerospace Engineer,3.667685154662608,7,1,4,1,8,0,0,3,3,4,0,2,2,0,0,0,0
Law,School Psychologist,4.755858160323944,0,2,4,1,5,1,4,3,3,2,4,2,3,1,0,0,0
Engineering,Financial Analyst,4.983848135872612,1,2,4,0,5,0,0,1,2,4,3,4,0,0,0,0,0
Engineering,Human Resources Specialist,2.8991748250353355,1,2,0,0,6,1,0,3,3,1,0,3,3,0,0,0,0
Law,School Psychologist,4.722621417592396,7,1,3,1,9,0,0,0,2,3,0,3,3,1,0,0,0
Business,Psychologist,3.5949424050787746,8,1,2,0,8,0,0,0,2,2,0,3,2,0,0,0,0
Music,Construction Manager,3.842084743216347,0,2,0,1,2,1,1,3,1,0,2,3,3,0,0,0,0
Music,Electrical Engineer,3.3308766511863963,3,2,3,0,4,0,1,1,0,1,2,4,0,0,0,0,0
Education,Education Administrator,3.558810765762391,4,2,0,1,2,0,3,0,4,1,0,0,2,0,0,0,0
Chemistry,Analytical Chemist,4.427229660677368,9,0,3,0,8,0,2,0,4,2,0,1,0,1,0,0,0
Computer Science,AI Researcher,3.451905150345362,8,2,4,0,2,1,1,1,2,1,4,1,3,1,0,0,0
Music,Physicist,4.316468283771305,6,0,0,0,4,1,4,3,3,0,3,0,1,0,0,0,0
Engineering,Urban Planner,3.946512333564581,4,0,1,1,3,1,2,1,0,0,1,4,0,1,0,0,0
Biology,Doctor,3.738218269397783,6,1,0,1,6,0,3,2,2,0,1,2,1,0,0,0,0
Architecture,Financial Controller,2.964601838448427,1,1,3,0,0,1,2,2,2,4,1,1,3,1,0,0,0
Chemistry,Zoologist,3.186656297631006,0,2,2,0,2,1,1,4,3,3,2,3,0,0,0,0,0
Business,Acoustics Specialist,3.823964042320559,3,1,4,1,8,0,0,3,3,0,0,4,1,1,0,0,0
Finance,Dentist,3.112462052236884,3,2,1,1,3,1,2,2,4,2,0,4,3,0,0,0,0
Law,Clinical Psychologist,3.791244012151496,0,1,1,1,9,1,4,2,3,0,0,0,3,1,0,0,0
Architecture,Art Therapist,3.675740408902676,9,2,4,0,2,0,0,4,2,2,0,3,1,1,0,0,0
Medicine,Organic Chemist,2.8357865591819347,4,2,3,1,8,0,0,0,3,0,1,2,4,1,0,0,0
Law,Graphic Designer,2.876927201091916,3,1,3,0,0,1,0,2,0,3,0,0,4,1,0,0,0
Computer Science,Nurse,3.5848722465860465,1,1,4,1,4,1,0,2,4,3,4,3,4,1,0,0,0
